Sex,Length,Diameter,Height,Whole_Weight,Shucked_Weight,Viscera_Weight,Shell_Weight,Rings,Scaled_Length,Scaled_Diameter,Scaled_Height,Scaled_Whole_Weight,Scaled_Shucked_Weight,Scaled_Viscera_Weight,Scaled_Shell_Weight,Scaled_Rings,Radius
M,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15,650,545,160,1242.5,487,296,480,150,1
F,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16,720,595,225,1969,804.5,423,660,160,1
I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12,560,440,170,944.5,354.5,217.5,300,120,1
I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8,420,325,115,354,162.5,64,105,80,1
M,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3,180,125,50,23,8.5,5.5,10,30,1
F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12,405,325,110,357.5,145,72.5,110,120,1
F,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12,500,405,150,596.5,253,126,185,120,1
I,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,12,435,335,110,383,155.5,67.5,135,120,1
M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10,340,275,90,206.5,72.5,43,70,100,1
F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8,430,340,110,382,154,95.5,109,80,1
I,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12,535,410,155,631.5,274.5,141.5,181.5,120,1
I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12,415,325,115,328.5,140.5,51,106,120,1
F,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10,360,265,90,216.5,96,37,73.5,100,1
M,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5,175,135,40,30.5,11,7.5,10,50,1
M,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5,155,115,25,24,9,5,7.5,50,1
I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11,525,430,150,736.5,322.5,161,215,110,1
F,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16,525,390,135,600.5,226.5,131,210,160,1
F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11,440,345,105,428.5,165,83,132,110,1
F,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12,450,345,115,496,190.5,117,140,120,1
F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14,485,365,140,619.5,259.5,144.5,177,140,1
I,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,11,470,350,135,567,231.5,146.5,152.5,110,1
I,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10,515,375,140,650.5,249.5,141,221.5,100,1
M,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11,420,340,125,449.5,165,112.5,144,110,1
F,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16,455,350,125,448.5,158.5,102,133.5,160,1
M,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10,370,290,90,241,110,45,69,100,1
M,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10,330,250,90,197,85,41,60.5,100,1
I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7,300,220,90,142.5,57,33.5,43,70,1
I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14,625,460,160,1239.5,550,273,380,140,1
I,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14,610,475,170,1038.5,443.5,241,320,140,1
I,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14,625,465,155,972,404,184.5,350,140,1
I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17,635,505,190,1331.5,580.5,252,435,170,1
I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14,500,385,155,762,379.5,161,190,140,1
F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17,530,430,170,775,350,152,235,170,1
I,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13,445,330,100,437,163,75.5,170,130,1
F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12,585,415,155,698.5,300,146,195,120,1
I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16,440,355,165,435,159,105,140,160,1
M,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10,290,225,80,129.5,53.5,26,45,100,1
I,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15,555,455,170,843.5,309,190.5,300,150,1
I,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15,655,515,145,1250,526.5,283,315,150,1
F,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10,580,460,185,1017,351.5,200,320,100,1
I,0.625,0.43,0.175,1.411,0.572,0.297,0.395,12,625,430,175,1411,572,297,395,120,1
I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15,620,485,170,1208,480.5,304.5,330,150,1
F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8,640,500,150,1070.5,371,270.5,360,80,1
F,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10,505,375,115,589.5,263.5,120,167,100,1
I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9,500,395,120,537,216.5,108.5,178.5,90,1
M,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7,310,245,95,150,52.5,34,48,70,1
F,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,12,505,380,145,651,293.5,190,170,120,1
I,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9,420,305,110,280,94,78.5,95.5,90,1
M,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,10,400,315,105,287,113.5,37,113,100,1
M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18,425,315,125,352.5,113.5,56.5,130,180,1
M,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11,310,235,60,120,41.5,33,40,110,1
F,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18,465,350,130,494,194.5,103,155,180,1
F,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10,465,360,120,476.5,192,112.5,160,100,1
M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13,350,255,85,214.5,100,46.5,60,130,1
I,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,520,415,160,595,210.5,142,260,150,1
F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12,475,365,130,480.5,190.5,114,147.5,120,1
F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10,410,315,110,321,125.5,65.5,95,100,1
M,0.26,0.2,0.065,0.096,0.044,0.027,0.03,6,260,200,65,96,44,27,30,60,1
I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13,575,450,170,931.5,358,214.5,260,130,1
I,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14,565,435,155,782,271.5,168,285,140,1
M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6,260,190,75,94.5,44.5,20,30,60,1
F,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10,530,385,125,669.5,289,151,180,100,1
M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9,340,255,95,213,81,34,70,90,1
I,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11,520,380,140,525,177.5,115,185,110,1
F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18,635,500,180,1312,529,248.5,485,180,1
F,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11,610,485,165,1087,425.5,232,380,110,1
F,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16,660,515,180,1523,540,336.5,555,160,1
I,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16,635,500,180,1319,548.5,292,490,160,1
F,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14,465,380,135,579,208,109.5,220,140,1
M,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23,515,400,160,817.5,251.5,156,300,230,1
I,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9,335,240,95,170,62,39,55,90,1
F,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16,515,400,170,796,258,175.5,280,160,1
F,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9,345,255,100,197,71,51,60,90,1
M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13,465,355,125,525.5,202.5,135,145,130,1
M,0.54,0.415,0.17,0.879,0.339,0.208,0.255,10,540,415,170,879,339,208,255,100,1
M,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,9,475,355,125,462.5,186,107,145,90,1
F,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11,445,335,140,456.5,178.5,114,140,110,1
M,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9,500,355,140,528,212.5,149,140,90,1
M,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12,500,380,135,583.5,229.5,126.5,180,120,1
F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14,550,435,170,884,287.5,164.5,280,140,1
I,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6,275,205,80,96,36,18.5,30,60,1
F,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7,350,265,90,185.5,74.5,41.5,60,70,1
F,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9,370,285,105,270,112.5,58.5,83.5,90,1
F,0.42,0.33,0.125,0.463,0.186,0.11,0.145,10,420,330,125,463,186,110,145,100,1
M,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10,350,260,90,198,72.5,56,60,100,1
M,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9,395,305,105,282,97.5,65,96,90,1
I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8,325,200,80,99.5,39.5,22.5,32,80,1
I,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5,275,200,65,92,38.5,23.5,27,50,1
I,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6,235,170,65,62.5,23,14,22,60,1
I,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5,250,180,60,73,28,17,22.5,50,1
I,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5,250,185,65,71,27,18.5,22.5,50,1
I,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,4,200,145,50,36,12.5,8,11,40,1
F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20,585,470,170,1099,397.5,232.5,358,200,1
M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14,445,350,140,590.5,202.5,158,190,140,1
F,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13,500,385,130,768,262.5,95,270,130,1
M,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8,440,325,80,413,144,101.5,130,80,1
M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17,515,405,140,850.5,312,146,315,170,1
F,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11,520,405,140,691.5,276,137,215,110,1
M,0.5,0.39,0.13,0.709,0.275,0.168,0.18,11,500,390,130,709,275,168,180,110,1
M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9,425,325,120,375.5,142,106.5,105,90,1
M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16,510,415,140,818.5,302.5,215.5,235,160,1
F,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,8,370,275,80,227,93,62.5,70,80,1
M,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13,540,415,130,824.5,272,226,240,130,1
M,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11,615,475,170,1182.5,474,289.5,240,110,1
M,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20,565,440,175,1122,393,200,375,200,1
M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14,645,515,175,1611.5,674.5,384,385,140,1
F,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14,615,470,175,1298.5,513.5,343,320,140,1
M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14,605,490,145,1300,517,328.5,310,140,1
F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12,590,455,165,1161,380,245.5,280,120,1
M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18,645,485,155,1489,591.5,312,380,180,1
M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13,570,420,155,1008,377,193,340,130,1
F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8,470,355,180,441,152.5,116.5,135,80,1
F,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14,500,440,155,742,202.5,200.5,211.5,140,1
F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13,520,425,145,700,207,190.5,240,130,1
M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8,390,285,95,271,110,60,80,80,1
M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12,520,400,165,856.5,274.5,201,210,120,1
F,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14,540,415,175,897.5,275,241,275,140,1
M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14,460,360,135,610.5,195.5,107,235,140,1
I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8,355,260,90,192.5,77,38,65,80,1
F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13,490,400,145,663.5,210,129.5,251.5,130,1
F,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11,630,510,185,1235,511.5,349,306.5,110,1
M,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14,500,385,145,761.5,246,195,204,140,1
M,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15,490,390,135,592,242,96,183.5,150,1
M,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7,440,325,115,390,163,87,113,70,1
F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10,515,395,165,756.5,190.5,170,320.5,100,1
F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11,475,380,145,570,167,118,187,110,1
I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8,420,310,100,286.5,115,73.5,85,80,1
M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9,400,305,130,293.5,96,67.5,105,90,1
M,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12,450,360,160,567,174,124.5,225,120,1
F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15,520,400,130,624.5,215,206.5,170,150,1
M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12,505,400,155,841.5,271.5,177.5,285,120,1
M,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15,495,400,140,777.5,201.5,180,250,150,1
M,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19,540,410,145,989,281.5,213,355,190,1
F,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12,480,390,125,690.5,219,155,200,120,1
F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9,330,260,80,200,62.5,50,70,90,1
I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5,285,210,70,109,44,26.5,33,50,1
I,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6,300,230,75,127,52,30,34.5,60,1
I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6,310,240,105,288.5,118,65,83,60,1
I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6,340,255,75,180,74.5,40,52.5,60,1
I,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7,375,300,75,144,59,30,44,70,1
I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7,415,325,100,466.5,228.5,106.5,114,70,1
I,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6,415,315,105,330,140.5,70.5,95,60,1
I,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6,415,315,90,362.5,175,83.5,93,60,1
I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8,420,320,100,340,174.5,50,94.5,80,1
I,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6,425,310,105,365,159,82.5,105,60,1
M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8,465,375,110,500,210,113,150.5,80,1
F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8,465,350,135,626.5,259,144.5,175,80,1
I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8,470,370,110,555.5,250,115,163,80,1
F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8,470,375,120,601.5,276.5,145.5,135,80,1
I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10,475,365,120,530,250.5,97.5,162.5,100,1
M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7,480,370,135,631.5,344.5,101.5,161,70,1
M,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8,500,400,130,771.5,370,160,211,80,1
I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7,505,390,185,612.5,267,142,172,70,1
M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9,525,425,190,872,462.5,172.5,199,90,1
M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9,540,420,120,811.5,392,145.5,223.5,90,1
M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11,545,450,150,879.5,387,150,262.5,110,1
F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9,565,440,150,983,447.5,235.5,248.5,90,1
M,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11,580,460,180,1145,480,277,325,110,1
M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9,590,455,160,1090,500,221.5,292,90,1
M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9,590,480,160,1262,568.5,272.5,335,90,1
M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,595,490,185,1185,482,201.5,361,100,1
F,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9,600,475,135,1440.5,588.5,191,317.5,90,1
F,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8,600,500,155,1332,623.5,283.5,350,80,1
F,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9,600,485,165,1140.5,587,217.5,288,90,1
M,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10,605,475,175,1201,539.5,275,309,100,1
F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10,625,490,155,1330,667.5,259,330,100,1
M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10,630,500,185,1362,578.5,312.5,384,100,1
M,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,12,640,585,195,1647,722.5,331,471,120,1
F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,640,500,180,1499.5,593,314,431,110,1
F,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12,655,545,165,1622.5,655.5,299,513,120,1
I,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11,660,525,215,1786,672.5,361.5,406.5,110,1
M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15,660,535,200,1791,733,318,540,150,1
F,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13,675,555,205,1925,713,358,453.5,130,1
F,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13,675,550,175,1689,694,371,474,130,1
F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9,690,550,180,1659,871.5,265.5,439.5,90,1
F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14,695,530,200,2047.5,750,419.5,609.5,140,1
F,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10,700,525,190,1601.5,707,365,430,100,1
F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,730,570,165,2016.5,1068.5,418,435,100,1
I,0.205,0.15,0.065,0.04,0.02,0.011,0.013,4,205,150,65,40,20,11,13,40,1
I,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4,225,170,70,56.5,24,13,16,40,1
I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5,230,180,50,64,21.5,13.5,20,50,1
I,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,4,275,195,70,87.5,34.5,22,25.5,40,1
I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,280,210,55,106,41.5,26.5,31,50,1
I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5,280,220,80,131.5,66,24,30,50,1
I,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6,295,220,70,126,51.5,27.5,35,60,1
I,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6,310,225,75,155,65,37,36.5,60,1
I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7,315,235,70,149,58,32.5,47,70,1
I,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7,340,265,70,185,62.5,39.5,70,70,1
I,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6,370,290,80,254.5,108,56.5,70,60,1
I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6,380,285,85,237,115,40.5,70,60,1
I,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,390,295,100,279,115.5,59,80,70,1
I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6,405,310,65,320.5,157.5,66,88,60,1
I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7,415,325,100,333.5,144.5,71.5,95,70,1
I,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7,440,335,110,388.5,175,83.5,111,70,1
I,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6,440,345,115,545,269,111,130.5,60,1
I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6,440,325,100,416.5,185,86.5,110,60,1
I,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7,440,355,120,495,231,110,125,70,1
I,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6,450,350,125,477.5,223.5,89,118,60,1
I,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8,450,350,120,468,200.5,106.5,132.5,80,1
F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7,455,350,120,455.5,194.5,104.5,137.5,70,1
F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,460,350,115,460,202.5,111.5,116.5,60,1
I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7,460,345,120,415.5,198,88.5,107,70,1
I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,460,345,115,421.5,189.5,102,111,60,1
I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7,465,355,110,474,230,100.5,120,70,1
M,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9,465,340,105,486,231,103.5,122.5,90,1
I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7,475,385,110,573.5,311,102.5,136,70,1
I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8,475,355,105,468,201,111.5,120,80,1
M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8,480,370,100,513.5,243,101.5,135,80,1
M,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7,500,375,145,621.5,274,166,148.5,70,1
I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7,500,380,110,494,218,90,132.5,70,1
I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7,505,385,120,600.5,239,142,185,70,1
M,0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9,515,395,120,646,285,136.5,172,90,1
M,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7,525,415,135,794.5,394,189,202,70,1
M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8,525,425,125,812,403.5,170.5,195,80,1
F,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6,530,420,170,828,410,208,150.5,60,1
M,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6,530,410,140,681,309.5,141.5,183.5,60,1
F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8,530,405,150,889,405.5,227.5,215,80,1
M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9,540,435,140,734.5,330,159.5,213,90,1
F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8,550,425,125,964,547.5,159,215,80,1
F,0.555,0.425,0.14,0.963,0.44,0.224,0.24,7,555,425,140,963,440,224,240,70,1
F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9,570,445,150,995,504,185,250.5,90,1
F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8,570,435,140,858.5,390.5,196,229.5,80,1
M,0.575,0.45,0.155,0.948,0.429,0.206,0.259,7,575,450,155,948,429,206,259,70,1
F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8,580,445,145,888,410,181.5,242.5,80,1
F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8,585,450,160,904.5,405,221.5,233.5,80,1
M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,590,465,140,1046,469.5,263,263,70,1
F,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9,595,470,155,1177.5,542,269,310,90,1
F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9,595,465,150,1076.5,491,220,287,90,1
F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11,595,465,150,1025.5,412,274.5,289,110,1
F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8,600,460,145,932.5,398.5,224.5,248,80,1
F,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8,600,460,150,1235,602.5,274,290,80,1
M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9,600,460,150,1247,533.5,273.5,290,90,1
M,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8,610,480,150,1149.5,564,274,264,80,1
F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10,615,485,160,1157.5,500.5,249.5,315,100,1
F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10,615,500,165,1327,600,301.5,355,100,1
M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8,615,470,155,1200,508.5,320,292,80,1
F,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,9,620,510,175,1270.5,541.5,323,322.5,90,1
F,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10,620,485,175,1215.5,545,253,345,100,1
F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9,620,475,160,1324.5,686.5,233,327.5,90,1
M,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10,625,480,170,1355.5,671,268,338.5,100,1
F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9,625,490,165,1127,477,236.5,318.5,90,1
F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8,625,490,175,1107.5,448.5,216.5,359.5,80,1
F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11,630,495,200,1425.5,659,336,380,110,1
F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9,630,495,145,1147,545.5,266,288.5,90,1
M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8,630,480,165,1286,604,271,350,80,1
F,0.635,0.495,0.18,1.596,0.617,0.317,0.37,11,635,495,180,1596,617,317,370,110,1
F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11,635,495,195,1297,556,298.5,370,110,1
M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9,645,490,160,1251,535.5,334.5,316.5,90,1
M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12,645,500,175,1510.5,673.5,375.5,377.5,120,1
F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9,650,500,185,1441.5,741,295.5,341,90,1
M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9,670,520,190,1638.5,811.5,369,391,90,1
